0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4
42517, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4
85455, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4
122557, 0.0, 0.0, 0.0, 0.666477498884, 0.837343507369, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4, 0.0, 0.0, 0.0, 0.526265401858, 0.86204249842, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4
165442, 0.0, 0.0, 0.0, 0.66717979222, 0.8374161821, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 4
189780, -67.968929056, -111.426011387, 623.363365464, 0.659170202165, 0.838114513048, 0.577877807617, -116.345244377, 105.829078373, 21.6602680552, 0.161787080301, 0.492406878247, 3.6732635498, 0, -11.1772227727, -119.179117946, 624.577300304, 0.522998030834, 0.862642847532, 0.581924235026, -175.943256729, 99.7067089389, 19.4319072435, -0.0114629556074, 0.52599085718, 3.65768432617, 0
216463, -68.0878250153, -111.540612732, 623.278829504, 0.659483616604, 0.83851458505, 0.577596028646, -114.38827453, 102.401867541, 20.4128650041, 0.167475946133, 0.511206687312, 3.66874694824, 0, -11.2834234453, -119.291414552, 624.682289127, 0.523246811863, 0.862925171742, 0.582274373372, -178.821324284, 98.0255548416, 18.8200170352, -0.0198294310585, 0.535212751479, 3.67071533203, 0
323781, -68.3134239191, -111.659617275, 622.927197753, 0.660143098445, 0.839075780733, 0.576423950195, -92.8418466727, 113.873948335, 24.5883620146, 0.230110910835, 0.448277110156, 3.65907287598, 0, -11.5010268784, -119.08351753, 624.32230247, 0.523785428304, 0.862492274728, 0.5810744222, -156.755148508, 103.786947547, 20.9169930284, 0.0443164287553, 0.503608893967, 3.61012268066, 0
370153, -68.175121332, -111.686616057, 622.587113601, 0.659926021344, 0.839353241718, 0.575290323893, -91.1023794109, 112.10452359, 23.9443439095, 0.235167501712, 0.45798320908, 3.65306091309, 0, -11.3570230686, -119.160518467, 624.031577538, 0.523456975842, 0.862907616764, 0.580105183919, -154.438553554, 98.9200128297, 19.1455732025, 0.0510507164136, 0.530306242888, 3.63046264648, 0
421540, -67.928820505, -111.81601233, 621.92972122, 0.659556228939, 0.840129964248, 0.573099161784, -88.4562187385, 107.973752818, 22.4408659163, 0.242859829248, 0.480642364178, 3.62178039551, 0, -11.1160219757, -119.409512817, 623.476325635, 0.522910165193, 0.864017307948, 0.578254394531, -153.417305548, 98.9667417965, 19.1625811599, 0.0540194606153, 0.530049913267, 3.60350036621, 0
